MAEASaM ID,Name Value,Name Type,Official division,Level,Discription,Created At,Comment,Country
ADMN_RHVM_001008,San,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_001009,Segou,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_001010,Sikasso,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_001011,Tenenkou,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_001012,Tessalit,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_001013,Tin-Essako,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_001014,Tombouctou,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_001015,Tominian,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_001016,Yanfolila,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_001017,Yelimane,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_001018,Yorosso,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_001019,Youwarou,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_001035,Bakel,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001036,Bambey,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001037,Bignona,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001038,Birkilane,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001039,Bounkiling,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001040,Dagana,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001041,Dakar,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001042,Diourbel,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001043,Fatick,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001044,Foundiougne,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001045,Gossas,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001046,Goudiry,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001047,Goudomp,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001048,Guinguineo,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001049,Kaffrine,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001050,Kanel,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001051,Kaolack,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001052,Kebemer,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001053,Kedougou,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001054,Kolda,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001055,Koungueul,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001056,Koupentoum,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001057,Linguere,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001058,Louga,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001059,Maleme hodar,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001060,Matam,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001061,Mbacke,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001062,Mbour,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001063,Medina yoro foula,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001021,Dakar,Primary,Region,"1",Regional border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001022,Diourbel,Primary,Region,"1",Regional border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001023,Fatick,Primary,Region,"1",Regional border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001024,Kaffrine,Primary,Region,"1",Regional border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001025,Kaolack,Primary,Region,"1",Regional border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001026,Kedougou,Primary,Region,"1",Regional border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001027,Kolda,Primary,Region,"1",Regional border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001028,Louga,Primary,Region,"1",Regional border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001029,Matam,Primary,Region,"1",Regional border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001020,Senegal,Primary,National,"0",National border of the state of Senegal,,,Senegal
ADMN_RHVM_001030,Saint louis,Primary,Region,"1",Regional border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001031,Sedhiou,Primary,Region,"1",Regional border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001032,Tambacounda,Primary,Region,"1",Regional border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001033,Thies,Primary,Region,"1",Regional border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001034,Ziguinchor,Primary,Region,"1",Regional border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001064,Nioro du rip,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001065,Oussouye,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001066,Podor,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001067,Ranerou,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001068,Rufisque,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
ADMN_RHVM_001069,Saint louis,Primary,Department,"2",Department  border of the nation state of Senegal,,,Senegal
